strategy_version,signal_date,code,name,rank,push_level,emotion_score,is_pushed,capture_type,snapshot_time,reasons,risks,price_date,signal_close,latest_price_date,observed_days,latest_return_pct,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,tail_next_max_drawdown_pct,settled_tail_next_day,return_1d_pct,max_gain_1d_pct,max_drawdown_1d_pct,settled_1d,return_3d_pct,max_gain_3d_pct,max_drawdown_3d_pct,settled_3d,return_5d_pct,max_gain_5d_pct,max_drawdown_5d_pct,settled_5d,return_10d_pct,max_gain_10d_pct,max_drawdown_10d_pct,settled_10d
v3,2026-04-23,002413,雷科防务,88,不推送,8.0,False,post_close,2026-04-23 15:00:00,温和放量；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱,2026-04-23,14.1,2026-06-01,24,-25.6,-1.06,-3.9,0.57,-4.18,True,-3.9,0.57,-4.18,True,-10.43,0.57,-10.64,True,-6.81,0.57,-10.64,True,-5.67,1.13,-10.64,True
v3,2026-04-23,300750,宁德时代,89,不推送,0.0,False,post_close,2026-04-23 15:00:00,站上20日线且不过热；持续霸榜,近5日趋势未确认；热度可能进入后段；人气排名明显回落；v3尾盘版回避高位长连榜；v3尾盘承接一般,2026-04-23,438.9,2026-06-01,24,-4.28,0.71,1.37,2.18,-0.21,True,1.37,2.18,-0.21,True,-2.56,2.25,-3.62,True,-0.66,2.42,-3.62,True,-1.74,6.8,-3.62,True
v3,2026-04-23,603601,再升科技,90,不推送,0.0,False,post_close,2026-04-23 15:00:00,温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；人气排名明显回落；v3尾盘版回避高位长连榜,2026-04-23,15.15,2026-06-01,24,25.81,0.0,-6.4,5.41,-7.59,True,-6.4,5.41,-7.59,True,0.73,5.41,-8.38,True,4.62,6.67,-8.38,True,11.35,23.76,-8.38,True
v3,2026-04-23,600875,东方电气,91,不推送,16.0,False,post_close,2026-04-23 15:00:00,当日上涨；温和放量；站上20日线且不过热,人气排名明显回落；上影线偏长；v3尾盘承接一般,2026-04-23,43.82,2026-06-01,24,-19.44,0.52,-5.36,0.87,-6.18,True,-5.36,0.87,-6.18,True,-9.77,0.87,-10.18,True,-10.98,0.87,-12.87,True,-12.14,0.87,-14.74,True
v3,2026-04-23,003018,金富科技,92,不推送,2.0,False,post_close,2026-04-23 15:00:00,当日上涨；温和放量；连续上榜确认,短线涨幅过热；远离20日线过多；人气排名明显回落；v3尾盘承接一般,2026-04-23,54.77,2026-06-01,24,10.74,-6.39,4.58,5.9,-6.39,True,4.58,5.9,-6.39,True,0.8,6.35,-6.39,True,-2.87,6.35,-6.39,True,-9.7,6.35,-14.81,True
v3,2026-04-23,600032,浙江新能,93,不推送,48.0,False,post_close,2026-04-23 15:00:00,当日上涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热,人气排名明显回落,2026-04-23,12.04,2026-06-01,24,-11.38,-3.9,-9.88,-3.07,-9.88,True,-9.88,-3.07,-9.88,True,-12.71,-3.07,-15.2,True,-18.02,-3.07,-18.27,True,-4.98,-3.07,-18.27,True
v3,2026-04-23,002491,通鼎互联,94,不推送,10.0,False,post_close,2026-04-23 15:00:00,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-23,16.83,2026-06-01,24,37.85,-2.91,-7.01,-0.18,-9.03,True,-7.01,-0.18,-9.03,True,-1.6,3.15,-9.03,True,-6.12,3.15,-9.27,True,48.54,48.54,-9.27,True
v3,2026-04-23,002490,山东墨龙,95,普通观察,66.0,True,post_close,2026-04-23 15:00:00,当日涨停附近；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热,-,2026-04-23,9.77,2026-06-01,24,-18.42,1.33,5.12,8.29,0.41,True,5.12,8.29,0.41,True,4.61,11.36,0.41,True,2.97,11.36,0.41,True,-0.2,11.36,-4.2,True
v3,2026-04-23,002560,通达股份,96,不推送,26.0,False,post_close,2026-04-23 15:00:00,当日上涨；温和放量；站上20日线且不过热,人气排名明显回落,2026-04-23,14.27,2026-06-01,24,-35.6,-32.1,-29.08,-26.91,-32.24,True,-29.08,-26.91,-32.24,True,-24.81,-21.93,-32.24,True,-26.98,-21.16,-32.24,True,-17.8,-17.8,-32.24,True
v3,2026-04-23,603444,吉比特,97,不推送,12.0,False,post_close,2026-04-23 15:00:00,温和放量；站上20日线且不过热,上影线偏长；v3尾盘承接一般,2026-04-23,387.7,2026-05-25,19,-11.81,-0.71,1.88,5.75,-2.01,True,1.88,5.75,-2.01,True,5.76,5.98,-2.01,True,3.08,7.36,-2.01,True,-2.83,7.36,-2.89,True
v3,2026-04-23,603017,中衡设计,98,普通观察,67.0,True,post_close,2026-04-23 15:00:00,当日涨停附近；收在日内高位；温和放量；近5日强势延续；站上20日线且不过热；v2低分涨停修正,短线涨幅偏高；人气排名明显回落,2026-04-23,16.46,2026-06-01,24,-26.73,-2.79,-7.29,-2.0,-8.57,True,-7.29,-2.0,-8.57,True,-15.55,-2.0,-16.59,True,-6.44,-2.0,-16.59,True,-4.19,8.14,-16.59,True
v3,2026-04-23,300394,天孚通信,99,不推送,4.0,False,post_close,2026-04-23 15:00:00,温和放量；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；近5日趋势未确认,2026-04-23,350.09,2026-06-01,24,22.51,-2.22,-7.49,-1.15,-9.65,True,-7.49,-1.15,-9.65,True,-11.51,-1.15,-12.08,True,-12.17,-1.15,-12.88,True,-2.18,-0.23,-12.88,True
v3,2026-04-23,000547,航天发展,100,不推送,0.0,False,post_close,2026-04-23 15:00:00,-,当日转弱；收盘承接偏弱；近5日趋势未确认,2026-04-23,26.22,2026-06-01,24,-23.34,-0.38,0.31,1.37,-1.56,True,0.31,1.37,-1.56,True,-10.37,1.37,-10.37,True,-6.25,1.37,-10.6,True,5.49,14.3,-10.6,True
v3,2026-04-24,688808,联讯仪器,1,不推送,38.0,False,post_close,2026-04-24 15:00:00,人气Top3；站上20日线且不过热,-,2026-04-24,799.0,2026-06-01,23,103.85,2.63,10.14,12.64,1.38,True,10.14,12.64,1.38,True,16.15,17.65,1.38,True,27.41,32.67,1.38,True,42.8,52.07,1.38,True
v3,2026-04-24,300502,新易盛,2,不推送,32.0,False,post_close,2026-04-24 15:00:00,人气Top3；放量仍可控；站上20日线且不过热；连续上榜确认；人气排名明显上升,当日转弱；收盘承接偏弱；近5日趋势未确认,2026-04-24,537.27,2026-06-01,23,26.53,2.26,0.14,2.93,-0.45,True,0.14,2.93,-0.45,True,-0.05,2.93,-3.77,True,-2.75,2.93,-3.77,True,17.07,17.41,-4.52,True
v3,2026-04-24,002361,神剑股份,3,不推送,40.0,False,post_close,2026-04-24 15:00:00,人气Top3；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,21.46,2026-06-01,23,-29.54,-4.99,0.93,2.42,-4.99,True,0.93,2.42,-4.99,True,-6.57,2.42,-8.57,True,-1.16,2.42,-8.57,True,-3.68,9.74,-8.57,True
v3,2026-04-24,600396,华电辽能,4,不推送,27.0,False,post_close,2026-04-24 15:00:00,人气Top10；温和放量；近5日强势延续；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；短线涨幅偏高；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,9.2,2026-06-01,23,101.09,-7.39,10.0,10.0,-7.5,True,10.0,10.0,-7.5,True,13.37,22.83,-7.5,True,18.59,22.83,-7.5,True,80.0,80.0,-7.5,True
v3,2026-04-24,002565,顺灏股份,5,不推送,44.0,False,post_close,2026-04-24 15:00:00,人气Top10；温和放量；站上20日线且不过热；持续霸榜,热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,19.8,2026-06-01,23,-26.26,-3.99,-6.21,-2.42,-7.07,True,-6.21,-2.42,-7.07,True,-6.46,-0.56,-8.23,True,-3.03,-0.05,-8.23,True,2.37,11.11,-8.23,True
v3,2026-04-24,601778,晶科科技,6,不推送,22.0,False,post_close,2026-04-24 15:00:00,人气Top10；温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,7.17,2026-06-01,23,-18.41,-0.42,-3.21,0.42,-3.77,True,-3.21,0.42,-3.77,True,-2.93,4.32,-8.37,True,-0.28,4.32,-11.58,True,-0.42,7.39,-11.58,True
v3,2026-04-24,002407,多氟多,7,强推观察,110.0,True,post_close,2026-04-24 15:00:00,人气Top10；当日涨停附近；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；人气排名明显上升；v2强势延续修正；v3热点早段优先,-,2026-04-24,33.04,2026-06-01,23,4.18,1.21,3.9,5.02,0.88,True,3.9,5.02,0.88,True,7.99,9.29,-0.7,True,14.8,17.46,-0.7,True,3.06,17.46,-0.7,True
v3,2026-04-24,600522,中天科技,8,不推送,24.0,False,post_close,2026-04-24 15:00:00,人气Top10；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,33.21,2026-06-01,23,18.61,3.25,7.74,10.0,3.07,True,7.74,10.0,3.07,True,3.22,10.0,0.36,True,5.06,10.0,-2.11,True,31.29,39.05,-2.11,True
v3,2026-04-24,002342,巨力索具,9,不推送,22.0,False,post_close,2026-04-24 15:00:00,人气Top10；温和放量；站上20日线且不过热；持续霸榜；人气排名明显上升,收盘承接偏弱；近5日趋势未确认；热度可能进入后段；上影线偏长；v3尾盘版回避高位长连榜；v3尾盘承接一般,2026-04-24,19.05,2026-06-01,23,-39.27,-3.99,-3.31,0.16,-8.19,True,-3.31,0.16,-8.19,True,-0.79,1.31,-8.19,True,5.56,8.14,-8.19,True,7.4,25.98,-8.19,True
v3,2026-04-24,600487,亨通光电,10,不推送,56.0,False,post_close,2026-04-24 15:00:00,人气Top10；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,69.54,2026-06-01,23,8.66,0.0,2.65,7.12,-0.92,True,2.65,7.12,-0.92,True,-3.11,7.12,-6.03,True,3.25,7.12,-8.97,True,8.47,14.9,-8.97,True
v3,2026-04-24,002081,金螳螂,11,不推送,0.0,False,post_close,2026-04-24 15:00:00,人气Top20；近5日强势延续；持续霸榜,当日转弱；收盘承接偏弱；短线涨幅偏高；偏离20日线较大；热度可能进入后段；v3尾盘版回避高位长连榜；v3尾盘版回避放量过猛,2026-04-24,4.89,2026-06-01,23,38.65,-7.57,-9.41,-1.23,-10.02,True,-9.41,-1.23,-10.02,True,9.61,9.61,-10.02,True,32.72,32.72,-10.02,True,61.15,73.01,-10.02,True
v3,2026-04-24,002580,圣阳股份,12,不推送,32.0,False,post_close,2026-04-24 15:00:00,人气Top20；温和放量；站上20日线且不过热；持续霸榜,近5日趋势未确认；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,27.7,2026-06-01,23,-3.57,-1.59,4.04,8.84,-4.33,True,4.04,8.84,-4.33,True,3.25,8.84,-4.33,True,7.51,8.84,-4.33,True,25.63,30.65,-4.33,True
v3,2026-04-24,600736,苏州高新,13,不推送,1.0,False,post_close,2026-04-24 15:00:00,人气Top20；近5日强势延续；连续上榜确认；人气排名明显上升,收盘承接偏弱；放量过猛；短线涨幅偏高；偏离20日线较大；v3尾盘版回避放量过猛,2026-04-24,8.5,2026-06-01,23,-15.76,-4.24,-10.0,-3.65,-10.0,True,-10.0,-3.65,-10.0,True,-1.18,1.06,-16.71,True,3.18,5.53,-16.71,True,8.82,24.82,-16.71,True
v3,2026-04-24,002466,天齐锂业,14,重点观察,86.0,True,post_close,2026-04-24 15:00:00,人气Top20；当日强涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；v3热点早段优先,-,2026-04-24,73.7,2026-06-01,23,-15.64,-0.27,-0.07,2.39,-0.95,True,-0.07,2.39,-0.95,True,2.47,2.85,-3.57,True,10.87,11.93,-3.57,True,0.92,11.93,-3.57,True
v3,2026-04-24,603993,洛阳钼业,15,不推送,58.0,False,post_close,2026-04-24 15:00:00,人气Top20；收盘承接较强；温和放量；站上20日线且不过热；人气排名明显上升；v3尾盘缩量强承接,近5日趋势未确认,2026-04-24,19.37,2026-06-01,23,-4.9,-1.86,-3.41,-1.29,-3.92,True,-3.41,-1.29,-3.92,True,-2.43,-1.29,-7.69,True,0.57,0.88,-7.69,True,6.87,9.24,-7.69,True
v3,2026-04-24,002624,完美世界,16,不推送,8.0,False,post_close,2026-04-24 15:00:00,人气Top20；温和放量；连续上榜确认；人气排名明显上升,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方,2026-04-24,17.12,2026-06-01,23,-18.52,-5.55,-4.91,-2.28,-6.43,True,-4.91,-2.28,-6.43,True,-2.8,1.58,-6.43,True,-4.91,1.58,-11.8,True,-0.93,5.14,-11.8,True
v3,2026-04-24,600726,华电能源,17,强推观察,117.0,True,post_close,2026-04-24 15:00:00,人气Top20；当日涨停附近；收在日内高位；放量仍可控；近5日强势延续；站上20日线且不过热；连续上榜确认；人气排名明显上升；v2强势延续修正；v2连榜升温修正；v2低分涨停修正；v3热点早段优先,短线涨幅偏高,2026-04-24,5.8,2026-06-01,23,63.79,-2.76,10.0,10.0,-10.0,True,10.0,10.0,-10.0,True,22.41,31.55,-10.0,True,19.31,31.55,-10.0,True,46.03,46.03,-10.0,True
v3,2026-04-24,002149,西部材料,18,不推送,30.0,False,post_close,2026-04-24 15:00:00,人气Top20；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,57.9,2026-06-01,23,-2.16,-0.86,-0.03,2.25,-2.25,True,-0.03,2.25,-2.25,True,-0.28,2.25,-5.01,True,20.66,20.66,-5.01,True,29.46,36.22,-5.01,True
v3,2026-04-24,002297,博云新材,19,不推送,31.0,False,post_close,2026-04-24 15:00:00,人气Top20；收盘承接较强；温和放量；近5日强势延续；持续霸榜,短线涨幅偏高；远离20日线过多；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,22.3,2026-06-01,23,-11.84,-5.83,-7.94,-5.83,-10.0,True,-7.94,-5.83,-10.0,True,4.08,9.24,-12.42,True,7.67,16.59,-12.42,True,17.26,19.51,-12.42,True
v3,2026-04-24,000062,深圳华强,20,强推观察,114.0,True,post_close,2026-04-24 15:00:00,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；v2强势延续修正；v2低分涨停修正；v3热点早段优先,-,2026-04-24,34.24,2026-06-01,23,-11.01,3.01,10.02,10.02,0.0,True,10.02,10.02,0.0,True,4.12,14.19,0.0,True,7.71,17.2,0.0,True,7.48,17.2,0.0,True
v3,2026-04-24,002709,天赐材料,21,普通观察,74.0,True,post_close,2026-04-24 15:00:00,人气Top50；当日强涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；v3热点早段优先,v3尾盘半板但封单不强,2026-04-24,52.74,2026-06-01,23,-1.92,0.08,4.21,4.47,-1.5,True,4.21,4.47,-1.5,True,12.48,12.48,-1.5,True,21.35,23.21,-1.5,True,9.82,23.21,-1.5,True
v3,2026-04-24,300308,中际旭创,22,不推送,18.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜,当日转弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,885.99,2026-06-01,23,27.54,1.36,-3.38,1.47,-3.72,True,-3.38,1.47,-3.72,True,-4.63,1.47,-7.99,True,-3.38,1.47,-7.99,True,18.42,18.76,-7.99,True
v3,2026-04-24,300058,蓝色光标,23,不推送,2.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,17.4,2026-06-01,23,3.22,0.06,-0.75,1.55,-1.26,True,-0.75,1.55,-1.26,True,-0.06,1.78,-4.83,True,3.74,5.23,-4.83,True,8.28,14.25,-4.83,True
v3,2026-04-24,002261,拓维信息,24,不推送,42.0,False,post_close,2026-04-24 15:00:00,人气Top50；当日上涨；温和放量；站上20日线且不过热；人气排名明显上升,-,2026-04-24,39.48,2026-06-01,23,-22.8,0.18,-2.99,0.76,-3.37,True,-2.99,0.76,-3.37,True,-11.58,0.76,-13.98,True,-4.76,0.76,-13.98,True,-10.76,0.76,-15.35,True
v3,2026-04-24,002812,恩捷股份,25,重点观察,86.0,True,post_close,2026-04-24 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；v3热点早段优先,-,2026-04-24,77.18,2026-06-01,23,-10.55,3.96,4.76,8.84,3.67,True,4.76,8.84,3.67,True,9.45,11.29,-0.53,True,13.44,13.64,-0.53,True,5.51,13.64,-0.53,True
v3,2026-04-24,601138,工业富联,26,不推送,18.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,65.01,2026-06-01,23,13.44,1.54,3.45,4.6,0.57,True,3.45,4.6,0.57,True,1.92,6.12,-1.55,True,-2.97,6.12,-5.03,True,8.97,8.97,-5.03,True
v3,2026-04-24,002015,协鑫能科,27,不推送,4.0,False,post_close,2026-04-24 15:00:00,人气Top50；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,19.51,2026-06-01,23,15.99,-3.13,-6.15,-0.31,-6.46,True,-6.15,-0.31,-6.46,True,-4.2,-0.31,-8.05,True,0.1,0.1,-9.79,True,19.89,19.89,-9.79,True
v3,2026-04-24,603906,龙蟠科技,28,普通观察,73.0,True,post_close,2026-04-24 15:00:00,人气Top50；当日上涨；收盘承接较强；温和放量；近5日强势延续；连续上榜确认；人气排名明显上升；v2连榜升温修正；v3尾盘缩量强承接,短线涨幅偏高；偏离20日线较大,2026-04-24,32.56,2026-06-01,23,-22.3,0.12,-3.22,3.81,-5.07,True,-3.22,3.81,-5.07,True,1.32,3.81,-9.61,True,3.19,6.02,-9.61,True,-9.86,6.02,-11.36,True
v3,2026-04-24,600105,永鼎股份,29,不推送,8.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；近5日趋势升温；持续霸榜,收盘承接偏弱；偏离20日线较大；热度可能进入后段；上影线偏长；v3尾盘版回避高位长连榜；v3尾盘承接一般,2026-04-24,49.01,2026-06-01,23,-7.96,1.84,-1.0,2.84,-3.53,True,-1.0,2.84,-3.53,True,-11.61,2.84,-12.71,True,-10.88,2.84,-14.71,True,5.75,14.24,-14.71,True
v3,2026-04-24,600986,浙文互联,30,不推送,40.0,False,post_close,2026-04-24 15:00:00,人气Top50；放量仍可控；近5日趋势升温；站上20日线且不过热；连续上榜确认；v3热点早段优先,上影线偏长；v3尾盘承接一般,2026-04-24,12.3,2026-06-01,23,-26.67,-2.44,-7.07,-0.65,-10.0,True,-7.07,-0.65,-10.0,True,-12.76,-0.65,-14.39,True,-14.07,-0.65,-19.43,True,-9.19,-0.65,-19.43,True
v3,2026-04-24,688268,华特气体,31,不推送,52.0,False,post_close,2026-04-24 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；v3尾盘涨停延续,短线涨幅过热；远离20日线过多,2026-04-24,176.8,2026-06-01,23,-16.49,4.99,2.94,13.6,-0.35,True,2.94,13.6,-0.35,True,7.6,20.51,-0.35,True,9.5,20.51,-0.9,True,-2.44,20.51,-9.56,True
v3,2026-04-24,603538,美诺华,32,不推送,48.0,False,post_close,2026-04-24 15:00:00,人气Top50；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,57.58,2026-06-01,23,-19.09,-1.88,-2.05,3.13,-4.83,True,-2.05,3.13,-4.83,True,13.41,13.41,-4.83,True,18.96,19.33,-4.83,True,-2.74,22.25,-9.5,True
v3,2026-04-24,002240,盛新锂能,33,普通观察,72.0,True,post_close,2026-04-24 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；站上20日线且不过热；人气排名明显上升,-,2026-04-24,50.93,2026-06-01,23,-14.08,0.16,2.34,4.77,0.0,True,2.34,4.77,0.0,True,7.26,9.05,-2.22,True,22.01,23.95,-2.22,True,7.99,23.95,-2.22,True
v3,2026-04-24,600206,有研新材,34,不推送,52.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；v3热点早段优先,-,2026-04-24,26.62,2026-06-01,23,2.44,1.05,0.3,4.24,-1.16,True,0.3,4.24,-1.16,True,0.79,4.24,-3.27,True,5.48,10.03,-3.27,True,16.9,25.62,-3.27,True
v3,2026-04-24,600519,贵州茅台,35,不推送,58.0,False,post_close,2026-04-24 15:00:00,人气Top50；收在日内高位；温和放量；站上20日线且不过热；连续上榜确认；人气排名明显上升,-,2026-04-24,1458.49,2026-06-01,23,-10.21,-2.64,-3.79,-2.64,-3.86,True,-3.79,-2.64,-3.86,True,-3.93,-2.64,-4.0,True,-5.72,-2.64,-6.75,True,-7.84,-2.64,-8.26,True
v3,2026-04-24,603778,国晟科技,36,不推送,0.0,False,post_close,2026-04-24 15:00:00,人气Top50；近5日趋势升温；持续霸榜,当日转弱；收盘承接偏弱；仍在20日线下方；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,26.53,2026-06-01,23,-30.68,1.77,-0.64,3.02,-1.77,True,-0.64,3.02,-1.77,True,3.17,4.22,-5.77,True,5.2,5.54,-5.77,True,-9.01,11.04,-17.6,True
v3,2026-04-24,002131,利欧股份,37,不推送,12.0,False,post_close,2026-04-24 15:00:00,人气Top50；收盘承接较强；温和放量；持续霸榜；人气排名明显上升,当日转弱；近5日趋势未确认；仍在20日线下方；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,7.37,2026-06-01,23,-17.23,-4.21,-8.14,-2.99,-9.09,True,-8.14,-2.99,-9.09,True,-11.26,-2.99,-12.48,True,-7.46,-2.99,-14.11,True,-7.6,-2.04,-14.11,True
v3,2026-04-24,002384,东山精密,38,不推送,26.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；近5日趋势升温；持续霸榜,偏离20日线较大；热度可能进入后段；v3尾盘版回避高位长连榜；v3尾盘承接一般,2026-04-24,187.9,2026-06-01,23,2.05,0.05,-0.64,1.41,-4.81,True,-0.64,1.41,-4.81,True,-1.94,1.41,-5.86,True,2.12,5.94,-5.86,True,17.48,22.41,-5.86,True
v3,2026-04-24,601016,节能风电,39,不推送,34.0,False,post_close,2026-04-24 15:00:00,人气Top50；放量仍可控；近5日趋势升温；站上20日线且不过热；连续上榜确认；v3热点早段优先,收盘承接偏弱；人气排名明显回落,2026-04-24,4.48,2026-06-01,23,9.38,-2.23,3.79,6.03,-5.13,True,3.79,6.03,-5.13,True,1.79,8.26,-5.13,True,4.69,8.26,-5.36,True,25.67,25.67,-5.36,True
v3,2026-04-24,603318,水发燃气,40,不推送,22.0,False,post_close,2026-04-24 15:00:00,人气Top50；当日涨停附近；收在日内高位,量能不足；短线涨幅过热；偏离20日线较大；一字或近似一字，参与点差,2026-04-24,11.39,2026-06-01,23,-18.79,7.46,10.01,10.01,3.95,True,10.01,10.01,3.95,True,27.74,30.73,3.95,True,27.3,32.57,3.95,True,1.23,32.57,-2.37,True
v3,2026-04-24,600633,浙数文化,41,不推送,60.0,False,post_close,2026-04-24 15:00:00,人气Top50；当日涨停附近；收在日内高位；近5日趋势升温；站上20日线且不过热；v2低分涨停修正；v3热点早段优先,放量过猛；v3尾盘版回避放量过猛,2026-04-24,15.09,2026-06-01,23,-17.23,-5.04,-10.01,-4.11,-10.01,True,-10.01,-4.11,-10.01,True,-10.8,-4.11,-14.18,True,-9.34,-4.11,-14.18,True,-9.61,-4.11,-14.18,True
v3,2026-04-24,300390,天华新能,42,普通观察,66.0,True,post_close,2026-04-24 15:00:00,人气Top50；当日涨停附近；收盘承接较强；温和放量；站上20日线且不过热；人气排名明显上升,-,2026-04-24,91.0,2026-06-01,23,-6.75,-1.0,3.55,6.79,-2.74,True,3.55,6.79,-2.74,True,21.43,22.63,-2.74,True,26.04,30.84,-2.74,True,9.68,30.84,-2.74,True
v3,2026-04-24,600703,三安光电,43,不推送,14.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；人气排名明显回落；v3尾盘版回避高位长连榜,2026-04-24,15.11,2026-06-01,23,0.33,-0.86,-2.51,2.32,-3.77,True,-2.51,2.32,-3.77,True,-7.74,2.32,-8.74,True,-2.85,2.32,-10.13,True,11.45,13.5,-10.13,True
v3,2026-04-24,002202,金风科技,44,不推送,10.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜；人气排名明显上升,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,25.48,2026-06-01,23,-7.93,2.86,4.12,5.89,2.86,True,4.12,5.89,2.86,True,0.98,5.89,-1.61,True,9.65,11.26,-1.61,True,9.11,13.78,-1.61,True
v3,2026-04-24,600126,杭钢股份,45,不推送,26.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；v3热点早段优先,收盘承接偏弱；上影线偏长；v3尾盘承接一般,2026-04-24,10.48,2026-06-01,23,-24.9,-6.39,-10.02,-5.53,-10.02,True,-10.02,-5.53,-10.02,True,-13.45,-5.53,-15.55,True,-12.88,-5.53,-16.89,True,-9.83,-4.96,-16.89,True
v3,2026-04-24,600821,金开新能,46,不推送,0.0,False,post_close,2026-04-24 15:00:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；人气排名明显回落；v3尾盘版回避高位长连榜,2026-04-24,8.88,2026-06-01,23,-8.22,-3.04,-3.49,-0.79,-7.55,True,-3.49,-0.79,-7.55,True,-2.36,0.0,-7.88,True,-3.38,0.0,-12.27,True,6.42,10.59,-12.27,True
v3,2026-04-24,000925,众合科技,47,强推观察,102.0,True,post_close,2026-04-24 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；v2强势延续修正；v2低分涨停修正；v3热点早段优先,-,2026-04-24,9.2,2026-06-01,23,-15.22,10.0,10.0,10.0,10.0,True,10.0,10.0,10.0,True,6.09,16.74,1.85,True,8.7,16.74,-0.98,True,28.7,28.7,-0.98,True
v3,2026-04-24,001896,豫能控股,48,不推送,0.0,False,post_close,2026-04-24 15:00:00,人气Top50；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；v3尾盘版回避高位长连榜,2026-04-24,16.75,2026-06-01,23,5.37,-2.69,-2.15,2.45,-4.96,True,-2.15,2.45,-4.96,True,1.07,3.28,-9.79,True,-2.09,3.28,-10.33,True,6.03,11.46,-10.33,True
