strategy_date,training_date,audit_status,audit_scope,audit_result,lesson_type,lesson_note,rank,code,name,push_level,fast_level,fast_score,market_price_date,market_lag_days,market_source,observed_days,latest_return_pct,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,return_1d_pct,return_3d_pct,return_5d_pct,open_buy_return_3d_pct,open_buy_return_5d_pct,max_gain_5d_pct,capture_type,snapshot_time,reasons,risks,strategy_version
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：v4乖离率过大,18,600519,贵州茅台,普通观察,下个交易日主盯,74.79,2026-07-20,0,common_index_cache,2,-1.69,0.86,-1.47,1.3,-1.47,,,,,,post_close,2026-07-20 15:00:00,人气Top20；当日上涨；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分；v4沿短均线抬升,v4乖离率过大,v4
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线,65,601857,中国石油,不推送,下个交易日主盯,73.45,2026-07-20,0,common_index_cache,2,-0.82,-1.45,-3.09,-1.09,-3.09,,,,,,post_close,2026-07-20 15:00:00,当日强涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分,后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线,v4
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：近5日趋势未确认；热度可能进入后段；后段人气股在偏弱环境里更谨慎；弱市里的长连榜样本优先降权,76,600276,恒瑞医药,不推送,下个交易日主盯,63.26,2026-07-20,0,common_index_cache,13,-6.23,0.76,-1.15,0.76,-1.15,-1.19,-3.55,-1.93,-4.27,1.66,post_close,2026-07-20 15:00:00,当日上涨；收在日内高位；温和放量；站上20日线且不过热；持续霸榜；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分；v4缩量回踩MA5；v4靠近MA10承接,近5日趋势未确认；热度可能进入后段；后段人气股在偏弱环境里更谨慎；弱市里的长连榜样本优先降权,v4
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；v4放量冲高过热；涨停封板不可买,54,600021,上海电力,观察池,下个交易日主盯,60.75,2026-07-20,0,common_index_cache,2,-4.28,-2.14,-4.65,-0.24,-4.65,,,,,,post_close,2026-07-20 15:00:00,当日涨停附近；收在日内高位；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌,后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；v4放量冲高过热；涨停封板不可买,v4
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：热度可能进入后段；后段人气股在偏弱环境里更谨慎；弱市里的长连榜样本优先降权,75,002558,巨人网络,不推送,下个交易日主盯,58.76,2026-07-20,0,common_index_cache,13,-2.4,-1.63,-0.37,3.37,-0.37,-15.74,-17.55,-14.34,-16.17,3.37,post_close,2026-07-20 15:00:00,收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；弱市中个股相对抗跌；v4多头排列技术加分；v4沿短均线抬升,热度可能进入后段；后段人气股在偏弱环境里更谨慎；弱市里的长连榜样本优先降权,v4
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：短线涨幅偏高；v4乖离率过大；v4远离短中期均线；v4放量冲高过热；涨停封板不可买,33,000722,湖南发展,观察池,下个交易日主盯,57.54,2026-07-20,0,common_index_cache,2,-1.38,-3.81,-5.79,-1.51,-5.79,,,,,,post_close,2026-07-20 15:00:00,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；站上20日线且不过热；连续上榜确认；弱市中个股相对抗跌,短线涨幅偏高；v4乖离率过大；v4远离短中期均线；v4放量冲高过热；涨停封板不可买,v4
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：热度可能进入后段；后段人气股在偏弱环境里更谨慎；弱市里的长连榜样本优先降权,95,600759,ST洲际,不推送,下个交易日主盯,56.06,2026-07-20,0,common_index_cache,2,-5.8,-5.8,-7.97,-3.62,-7.97,,,,,,post_close,2026-07-20 15:00:00,当日强涨；收盘承接较强；温和放量；站上20日线且不过热；持续霸榜；弱市中个股相对抗跌；v4多头排列技术加分,热度可能进入后段；后段人气股在偏弱环境里更谨慎；弱市里的长连榜样本优先降权,v4
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：短线涨幅偏高；偏离20日线较大；后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；涨停封板不可买,68,300164,通源石油,观察池,下个交易日主盯,55.3,2026-07-20,0,common_index_cache,13,-11.72,-9.92,-8.77,-3.77,-8.77,2.38,-14.02,13.65,-4.55,10.49,post_close,2026-07-20 15:00:00,当日涨停附近；收盘承接较强；温和放量；近5日强势延续；连续上榜确认；弱市中个股相对抗跌；v4多头排列技术加分,短线涨幅偏高；偏离20日线较大；后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；涨停封板不可买,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,71,600938,中国海油,观察池,下个交易日主盯,93.85,2026-07-20,0,common_index_cache,2,1.63,-0.22,-2.95,0.35,-2.95,,,,,,post_close,2026-07-20 15:00:00,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌；v4多头排列技术加分；v4沿短均线抬升,后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；涨停封板不可买,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,12,603823,百合花,观察池,下个交易日主盯,93.39,2026-07-20,0,common_index_cache,2,6.13,0.06,6.13,8.81,6.13,,,,,,post_close,2026-07-20 15:00:00,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分,v4乖离率过大；v4远离短中期均线；涨停封板不可买,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,39,601600,中国铝业,不推送,下个交易日主盯,89.34,2026-07-20,0,common_index_cache,2,2.84,0.0,-0.11,1.42,-0.11,,,,,,post_close,2026-07-20 15:00:00,人气Top50；当日强涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌,v4短线偏离MA5过多,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,55,600863,华能蒙电,观察池,下个交易日主盯,85.75,2026-07-20,0,common_index_cache,2,6.18,-0.4,2.79,6.37,2.79,,,,,,post_close,2026-07-20 15:00:00,当日涨停附近；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；人气排名明显上升；弱市中个股相对抗跌,后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；涨停封板不可买,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,36,601899,紫金矿业,强推观察,下个交易日主盯,85.0,2026-07-20,0,common_index_cache,2,9.71,2.04,2.93,3.34,2.93,,,,,,post_close,2026-07-20 15:00:00,人气Top50；当日上涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分；v4缩量回踩MA5；v4靠近MA10承接；v4沿短均线抬升,热度可能进入后段；弱市里的长连榜样本优先降权,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,2,601991,大唐发电,观察池,下个交易日主盯,84.93,2026-07-20,0,common_index_cache,2,8.93,-0.94,3.76,6.74,3.76,,,,,,post_close,2026-07-20 15:00:00,人气Top3；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；持续霸榜；人气排名明显上升；弱市中个股相对抗跌,仍在20日线下方；热度可能进入后段；弱市里的长连榜样本优先降权；Top3高热度拥挤，次日兑现风险；v4乖离率过大；涨停封板不可买,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,63,601318,中国平安,不推送,下个交易日主盯,83.8,2026-07-20,0,common_index_cache,2,1.35,0.85,-0.64,2.67,-0.64,,,,,,post_close,2026-07-20 15:00:00,当日上涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分；v4放量突破但不过热；v4沿短均线抬升,后段人气股在偏弱环境里更谨慎；v4短线偏离MA5过多,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,41,600900,长江电力,不推送,下个交易日主盯,81.84,2026-07-20,0,common_index_cache,2,0.38,0.07,-0.86,1.93,-0.86,,,,,,post_close,2026-07-20 15:00:00,人气Top50；当日上涨；收在日内高位；温和放量；站上20日线且不过热；连续上榜确认；弱市中个股相对抗跌；v4多头排列技术加分；v4沿短均线抬升,v4短线偏离MA5过多,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,79,600602,云赛智联,不推送,下个交易日主盯,58.05,2026-07-20,0,common_index_cache,2,5.19,-3.48,-0.67,2.28,-0.67,,,,,,post_close,2026-07-20 15:00:00,当日上涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌；v4多头排列技术加分,后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线,v4
2026-07-20,2026-07-13,次日已审,快策略候选,优先走弱,priority_failed,优先观察 未兑现，复盘风险项：近5日趋势未确认；仍在20日线下方；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权,10,300502,新易盛,不推送,优先观察,50.15,2026-07-20,0,common_index_cache,6,-20.22,1.76,8.19,8.71,8.19,-2.49,-3.73,-4.18,-5.39,8.71,post_close,2026-07-20 15:00:00,人气Top10；当日上涨；温和放量；持续霸榜,近5日趋势未确认；仍在20日线下方；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,78,600406,国电南瑞,不推送,优先观察,52.65,2026-07-20,0,common_index_cache,2,0.81,0.17,1.02,1.57,1.02,,,,,,post_close,2026-07-20 15:00:00,当日上涨；收在日内高位；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌,后段人气股在偏弱环境里更谨慎；v4乖离率过大,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,100,600030,中信证券,不推送,备选观察,49.05,2026-07-20,0,common_index_cache,1,0.21,0.78,0.21,0.78,0.21,,,,,,post_close,2026-07-20 15:00:00,收盘承接较强；温和放量；弱市中个股相对抗跌,后段人气股在偏弱环境里更谨慎,v4
2026-07-20,2026-07-13,次日已审,快策略候选,备选走强,backup_success,备选观察 后续最高表现达到 17.44%，保留这类命中特征。,70,601179,中国西电,不推送,备选观察,49.95,2026-07-20,0,common_index_cache,7,10.87,0.24,0.16,0.32,0.16,10.71,14.27,10.44,14.0,17.44,post_close,2026-07-20 15:00:00,当日上涨；收在日内高位；温和放量；弱市中个股相对抗跌,近5日趋势未确认；仍在20日线下方；后段人气股在偏弱环境里更谨慎,v4
2026-07-20,2026-07-13,次日已审,快策略候选,备选走强,backup_success,备选观察 后续最高表现达到 17.67%，保留这类命中特征。,91,688347,华虹宏力,不推送,备选观察,48.25,2026-07-20,0,common_index_cache,2,17.67,2.12,20.0,20.0,20.0,,,,,,post_close,2026-07-20 15:00:00,当日强涨；收盘承接较强；温和放量；站上20日线且不过热；弱市中个股相对抗跌,近5日趋势未确认；人气排名明显回落；后段人气股在偏弱环境里更谨慎,v4
2026-07-20,2026-07-13,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,60,001896,豫能控股,不推送,只看不追,44.7,2026-07-20,0,common_index_cache,2,2.36,-2.29,-3.24,0.54,-3.24,,,,,,post_close,2026-07-20 15:00:00,当日上涨；收在日内高位；温和放量；近5日趋势升温；连续上榜确认；弱市中个股相对抗跌,仍在20日线下方；后段人气股在偏弱环境里更谨慎；v4短线偏离MA5过多；v4趋势未转强且热度偏后,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4筹码集中加分、持续霸榜、温和放量,82,000636,风华高科,不推送,未入快策略,,2026-07-20,0,common_index_cache,13,39.16,-2.1,5.83,7.19,5.83,3.18,5.64,5.39,7.9,8.88,post_close,2026-07-20 15:00:00,温和放量；持续霸榜；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；热度可能进入后段；弱市先收缩执行；后段人气股在偏弱环境里更谨慎；弱市里的长连榜样本优先降权；市场健康度不足，收缩推送；市场健康度偏弱；v4跌破短均线；v4趋势未转强且热度偏后；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4多头排列技术加分、v4筹码集中加分、v4龙虎榜提示关注,20,603580,艾艾精工,不推送,未入快策略,,2026-07-20,0,common_index_cache,6,30.35,-9.99,-9.99,-6.01,-9.99,4.11,18.5,15.66,31.66,22.14,post_close,2026-07-20 15:00:00,人气Top20；近5日强势延续；连续上榜确认；人气排名明显上升；v4多头排列技术加分；v4筹码集中加分；v4龙虎榜提示关注,当日转弱；收盘承接偏弱；放量过猛；短线涨幅偏高；偏离20日线较大；弱市先收缩执行；v4远离短中期均线；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4主力资金强净流入、v4筹码集中加分、人气Top50,22,603629,利通电子,不推送,未入快策略,,2026-07-20,0,common_index_cache,2,21.0,2.25,10.0,10.0,10.0,,,,,,post_close,2026-07-20 15:00:00,人气Top50；当日强涨；温和放量；持续霸榜；v4筹码集中加分；v4主力资金强净流入,近5日趋势未确认；仍在20日线下方；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权；v4趋势未转强且热度偏后；v4获利盘结构偏弱,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4多头排列技术加分、v4筹码集中加分、v4龙虎榜提示关注,28,002396,星网锐捷,不推送,未入快策略,,2026-07-20,0,common_index_cache,2,20.35,-2.71,9.99,9.99,9.99,,,,,,post_close,2026-07-20 15:00:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜；v4多头排列技术加分；v4筹码集中加分；v4龙虎榜提示关注,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权；v4长上影承接转弱；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4筹码集中加分、人气Top50、持续霸榜,26,002156,通富微电,不推送,未入快策略,,2026-07-20,0,common_index_cache,2,18.89,2.0,10.0,10.0,10.0,,,,,,post_close,2026-07-20 15:00:00,人气Top50；温和放量；持续霸榜；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权；市场健康度不足，收缩推送；市场健康度偏弱；v4跌破短均线；v4趋势未转强且热度偏后；v4获利盘结构偏弱；v4主力资金净流出,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4筹码集中加分、温和放量,92,002709,天赐材料,不推送,未入快策略,,2026-07-20,0,common_index_cache,13,17.48,1.14,8.02,8.17,8.02,12.06,14.61,10.8,13.32,16.28,post_close,2026-07-20 15:00:00,温和放量；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；弱市先收缩执行；后段人气股在偏弱环境里更谨慎；市场健康度不足，收缩推送；市场健康度偏弱；v4跌破短均线；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4筹码集中加分、人气Top50、当日上涨,43,688008,澜起科技,不推送,未入快策略,,2026-07-20,0,common_index_cache,2,17.41,4.12,15.62,16.14,15.62,,,,,,post_close,2026-07-20 15:00:00,人气Top50；当日上涨；温和放量；持续霸榜；v4筹码集中加分,近5日趋势未确认；仍在20日线下方；热度可能进入后段；人气排名明显回落；弱市先收缩执行；弱市里的长连榜样本优先降权；v4正涨但收盘承接一般；v4趋势未转强且热度偏后；v4获利盘结构偏弱；v4主力资金净流出；v4拉升但资金未跟随,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4筹码集中加分、v4龙虎榜提示关注、人气Top20,11,603118,共进股份,不推送,未入快策略,,2026-07-20,0,common_index_cache,4,16.21,-3.24,10.02,10.02,10.02,22.33,,26.43,,,post_close,2026-07-20 15:00:00,人气Top20；温和放量；站上20日线且不过热；连续上榜确认；人气排名明显上升；v4筹码集中加分；v4龙虎榜提示关注,当日转弱；收盘承接偏弱；近5日趋势未确认；弱市先收缩执行；市场健康度不足，收缩推送；市场健康度偏弱；v4跌破短均线；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4筹码集中加分、人气Top50、持续霸榜,31,000021,深科技,不推送,未入快策略,,2026-07-20,0,common_index_cache,13,13.57,1.82,9.99,9.99,9.99,11.24,25.07,9.25,22.83,25.44,post_close,2026-07-20 15:00:00,人气Top50；温和放量；持续霸榜；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权；市场健康度不足，收缩推送；市场健康度偏弱；v4跌破短均线；v4趋势未转强且热度偏后；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4主力资金净流入、v4筹码集中加分、人气Top50,23,000977,浪潮信息,不推送,未入快策略,,2026-07-20,0,common_index_cache,13,-5.54,0.01,9.07,9.58,9.07,8.21,4.56,8.19,4.55,18.55,post_close,2026-07-20 15:00:00,人气Top50；当日上涨；温和放量；站上20日线且不过热；持续霸榜；v4筹码集中加分；v4主力资金净流入,收盘承接偏弱；近5日趋势未确认；热度可能进入后段；上影线偏长；弱市先收缩执行；弱市里的长连榜样本优先降权；v4长上影承接转弱；v4正涨但收盘承接一般；v4趋势未转强且热度偏后；v4获利盘结构偏弱,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4筹码集中加分、温和放量、连续上榜确认,94,300475,香农芯创,不推送,未入快策略,,2026-07-20,0,common_index_cache,10,-12.79,4.11,15.16,15.6,15.16,6.08,7.91,1.89,3.65,20.95,post_close,2026-07-20 15:00:00,温和放量；连续上榜确认；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；人气排名明显回落；弱市先收缩执行；后段人气股在偏弱环境里更谨慎；市场健康度不足，收缩推送；市场健康度偏弱；v4跌破短均线；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4主力资金强净流入、v4筹码集中加分、弱市中个股相对抗跌,91,688347,华虹宏力,不推送,已入快策略,,2026-07-20,0,common_index_cache,2,17.67,2.12,20.0,20.0,20.0,,,,,,post_close,2026-07-20 15:00:00,当日强涨；收盘承接较强；温和放量；站上20日线且不过热；弱市中个股相对抗跌；v4筹码集中加分；v4主力资金强净流入,近5日趋势未确认；人气排名明显回落；后段人气股在偏弱环境里更谨慎；v4获利盘结构偏弱,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4主力资金强净流入、v4筹码集中加分、弱市中个股相对抗跌,70,601179,中国西电,不推送,已入快策略,,2026-07-20,0,common_index_cache,7,10.87,0.24,0.16,0.32,0.16,10.71,14.27,10.44,14.0,17.44,post_close,2026-07-20 15:00:00,当日上涨；收在日内高位；温和放量；弱市中个股相对抗跌；v4筹码集中加分；v4主力资金强净流入,近5日趋势未确认；仍在20日线下方；后段人气股在偏弱环境里更谨慎；v4获利盘结构偏弱,v4
2026-07-20,,次日已审,低层级强势反哺,普通/不推送走强,low_level_winner,不推送 后来走强，原因反哺：v4主力资金强净流入、v4多头排列技术加分、v4筹码集中加分,6,000938,紫光股份,不推送,已入快策略,,2026-07-20,0,common_index_cache,13,0.66,0.03,10.0,10.0,10.0,12.63,10.03,12.6,10.0,21.52,post_close,2026-07-20 15:00:00,人气Top10；当日强涨；温和放量；站上20日线且不过热；持续霸榜；v4多头排列技术加分；v4筹码集中加分；v4主力资金强净流入,近5日趋势未确认；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权；v4正涨但收盘承接一般；v4获利盘结构偏弱,v4
2026-07-17,2026-07-10,次日已审,快策略候选,优先成功,priority_success,下个交易日主盯 后续最高表现达到 19.60%，保留这类命中特征。,38,603118,共进股份,观察池,下个交易日主盯,93.79,2026-07-17,0,common_index_cache,5,5.48,10.03,-9.23,10.03,-9.23,9.83,5.48,-0.18,-4.13,19.6,post_close,2026-07-17 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌；v4多头排列技术加分；v4沿短均线抬升,v4乖离率过大；涨停封板不可买,v4
2026-07-17,2026-07-10,次日已审,快策略候选,优先成功,priority_success,下个交易日主盯 后续最高表现达到 30.37%，保留这类命中特征。,8,000938,紫光股份,重点观察,下个交易日主盯,85.0,2026-07-17,0,common_index_cache,14,8.0,9.88,7.29,9.99,7.29,27.81,17.99,16.32,7.38,30.37,post_close,2026-07-17 15:00:00,人气Top10；当日强涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；弱市中个股相对抗跌；v4多头排列技术加分；v4放量突破但不过热；v4沿短均线抬升,热度可能进入后段；弱市里的长连榜样本优先降权；v4远离短中期均线,v4
2026-07-17,2026-07-10,次日已审,快策略候选,优先成功,priority_success,下个交易日主盯 后续最高表现达到 33.22%，保留这类命中特征。,77,600744,华银电力,观察池,下个交易日主盯,78.65,2026-07-17,0,common_index_cache,3,33.22,8.39,10.07,10.07,10.07,33.22,,22.91,,,post_close,2026-07-17 15:00:00,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；弱市中个股相对抗跌,后段人气股在偏弱环境里更谨慎；v4乖离率过大；涨停封板不可买,v4
2026-07-17,2026-07-10,次日已审,快策略候选,优先成功,priority_success,下个交易日主盯 后续最高表现达到 28.63%，保留这类命中特征。,51,300164,通源石油,不推送,下个交易日主盯,65.45,2026-07-17,0,common_index_cache,14,2.77,4.96,16.41,19.18,16.41,15.65,13.93,10.18,8.55,28.63,post_close,2026-07-17 15:00:00,当日上涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌；v4多头排列技术加分,后段人气股在偏弱环境里更谨慎；v4远离短中期均线,v4
2026-07-17,2026-07-10,次日已审,快策略候选,优先成功,priority_success,下个交易日主盯 后续最高表现达到 15.49%，保留这类命中特征。,20,002396,星网锐捷,不推送,下个交易日主盯,62.1,2026-07-17,0,common_index_cache,3,15.49,0.17,-4.04,5.81,-4.04,15.49,,15.3,,,post_close,2026-07-17 15:00:00,人气Top20；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升；v4多头排列技术加分；v4沿短均线抬升,热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权；v4短线偏离MA5过多；v4远离短中期均线,v4
2026-07-17,2026-07-10,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：偏离20日线较大；v4乖离率过大；v4远离短中期均线；涨停封板不可买,26,000779,甘咨询,观察池,下个交易日主盯,91.89,2026-07-17,0,common_index_cache,2,-18.97,-1.88,-9.98,-1.8,-9.98,,,,,,post_close,2026-07-17 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；弱市中个股相对抗跌；v4多头排列技术加分,偏离20日线较大；v4乖离率过大；v4远离短中期均线；涨停封板不可买,v4
2026-07-17,2026-07-10,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：v4乖离率过大；v4远离短中期均线；v4放量冲高过热；涨停封板不可买,12,600162,香江控股,观察池,下个交易日主盯,60.49,2026-07-17,0,common_index_cache,2,-14.71,-9.8,-10.13,-0.33,-10.13,,,,,,post_close,2026-07-17 15:00:00,人气Top20；当日涨停附近；收在日内高位；近5日趋势升温；连续上榜确认；人气排名明显上升；弱市中个股相对抗跌,v4乖离率过大；v4远离短中期均线；v4放量冲高过热；涨停封板不可买,v4
2026-07-17,2026-07-10,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,32,600227,赤天化,观察池,下个交易日主盯,96.39,2026-07-17,0,common_index_cache,7,0.33,-1.96,10.13,10.13,10.13,2.94,2.29,5.0,4.33,14.38,post_close,2026-07-17 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌；v4多头排列技术加分,v4乖离率过大；v4远离短中期均线；涨停封板不可买,v4
2026-07-17,2026-07-10,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,14,002432,九安医疗,观察池,下个交易日主盯,82.14,2026-07-17,0,common_index_cache,3,3.08,10.0,-8.46,10.0,-8.46,3.08,,-6.29,,,post_close,2026-07-17 15:00:00,人气Top20；当日涨停附近；收在日内高位；放量仍可控；近5日强势延续；站上20日线且不过热；连续上榜确认；人气排名明显上升；弱市中个股相对抗跌,短线涨幅偏高；v4乖离率过大；v4远离短中期均线；涨停封板不可买,v4
2026-07-17,2026-07-10,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,52,002829,星网宇达,观察池,下个交易日主盯,73.35,2026-07-17,0,common_index_cache,2,3.72,-3.43,-3.38,3.96,-3.38,,,,,,post_close,2026-07-17 15:00:00,当日涨停附近；收在日内高位；近5日趋势升温；站上20日线且不过热；弱市中个股相对抗跌,后段人气股在偏弱环境里更谨慎；涨停封板不可买,v4
2026-07-17,2026-07-10,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,99,601939,建设银行,不推送,下个交易日主盯,68.15,2026-07-17,0,common_index_cache,2,0.3,-1.77,2.76,2.76,2.76,,,,,,post_close,2026-07-17 15:00:00,当日上涨；收在日内高位；温和放量；站上20日线且不过热；弱市中个股相对抗跌；v4多头排列技术加分；v4沿短均线抬升,后段人气股在偏弱环境里更谨慎,v4
